"average_stars","compliment_cool","compliment_cute","compliment_funny","compliment_hot","compliment_list","compliment_more","compliment_note","compliment_photos","compliment_plain","compliment_profile","compliment_writer","cool","elite","fans","friends","funny","name","review_count","useful","user_id","yelping_since"
"3.53","481","29","481","643","9","30","195","439","518","27","182","2034","[2014,2012,2017,2011,2016,2013,2015]","162","[""37S80IUIfb8yMsSwWWDsFA"",""W_HwGW3zoda31p1FmlcgbA"",""XT06McUUgrEVvkJZyN26WQ"",""SRyezHQYEo_3xrHbYHFBEQ"",""bvPS4vrfiO7ZZ4KAo8KBTw"",""8DBH3BpLINfTAK_Up5BtUQ"",""GbdjVir2XDTX2fUCgmRHuA"",""P1pv4IKC8MTGvH3H--xgtA"",""3Qbp8jmLlzi268iOHyUFZg"",""xD0zXwapBausN9rwNLAXcg"",""sL9dYZyNLpzLD3cfTWwyOQ"",""8QKrhvVqhEkD8xo4E4s0GQ"",""Fwu7u0Rixj_orq4mNUkiYw"",""J18ol0RI1TuyqGKFZJfh3w"",""0FyAD8YM5fi5VwOdnUAZDA"",""_AwABkxw1joJPXn-j9dNiA"",""JqP9_2Ky-X1MRro0pBPPNQ"",""7Q6nBHl6NJ9gbJ900FkkAg"",""A8TRpa--43-mbig73xfhrA"",""a48HhwcmjFLApZhiax41IA"",""kwIhn1_cnQeUaLN0CuWWHw"",""xymN6nkSGPL4A2D3C2DuaQ"",""h-nw7NECMw5qo1LEmpXxeQ"",""1vMmzy_K5sdoK9P-mNFJXA"",""jrMxBHW3SlUGVGYWvPsHWA"",""gugUpNPEyl54jCNc3kBlWQ"",""pUQdU4MlkB46jIdYs9oMUA"",""74StQnd2dL8M_hD9fvvB0Q"",""b4hKq2XFGFTQiI3Qj26W2A"",""oDyEexUT09e3XhxIp0-Wxg"",""sqJZt_Z144RWGk4bdKTpSw"",""35io9A4obZku3rE9BASwxg"",""tejGH-sqC2iRz2ZQTZgsqw"",""o4tYl3Hz0oDfpNn4k02DCw"",""bLbSNkLggFnqwNNzzq-Ijw"",""1AYTQ-XpQwvbbShaXorsQA"",""HUX1p0y71x_j-5VWz4tB0w"",""xM85JuNKDOgxsENAv3iUMA"",""_ijx1PqANQVFLGNWCibdig"",""S7VG3vBUtJDLKX_ewbc15A"",""NOWHAb-N0BBLVc_WPklY7w""]","2049","Nikki","456","2882","deL6e_z9xqZTIODKqnvRXQ","2011-04-09"
"3.85","132","1","132","72","0","5","37","26","42","3","34","2662","[2017,2015,2016,2013,2014]","38","[""A8TRpa--43-mbig73xfhrA"",""1vMmzy_K5sdoK9P-mNFJXA"",""4VwisZLO-LxfBEScMuwcPg"",""bLbSNkLggFnqwNNzzq-Ijw"",""wzuxPP-d18Mu_IooKVZy-w"",""oG9VFtr_ye8v2tDnS3NOYw"",""owlUazXSDLaxlOV7z8181g"",""RbMta8rXN3nBaKbloDWeng"",""djxnI8Ux8ZYQJhiOQkrRhA"",""pJP3wahfq3WE7E9VmD3-yw"",""yU6NK_18CmCtHB7OetPkoQ"",""6RRb5GWuIEg2QhtJxkN6Nw"",""TKkmt6JG-r5soPmlCuLamA"",""L6nrDwHJDyV0KThjON-Kog"",""KyMkKb5IohKb0S7v4Jv-oA"",""0o8HUzggoNKay9-ZMj3HqQ"",""dJ_AhP3TpmZblvuLgz_r5Q"",""xrvyW1ruKS0uz9RtFewC0Q"",""fRJpK_b0rrjpBgRZjvfvgA"",""WJjUk1-gib1AD4u-q2VNYA"",""doGsaahbqD7ePHP19UsDsg"",""K8byELF3mfZxbVA_FPVo9w"",""Fh6NfvHGHxzZksPPeHqElA"",""wnO99pBbGqwqOoTQM25iCw"",""OVBoQ6NIsullZL04j-Nmjw"",""6H4Zj-c7FqM9mCsXvwaEQw"",""yWfbvo0LXhssOsH9FNJ8Jw"",""QGI5hlxWWO0tnOT6oUTKxw"",""vWP8-aQX0rYJszqkWVL7Ew"",""Cjw3RhlvOIsVYk9JypyGxQ"",""NQffx45eJaeqhFcMadKUQA"",""LTCxnnAQGaGZPHZx4KbvGA"",""ae3qusoF3IwcQuL7QIx1dQ"",""Kp5KHBSmV-Htc9NeSjJfPA"",""8v3aEuuHEJU_8h0OgmsfDA"",""vRjVhl3ONG2GfWY4NXJZbQ"",""quDu_Z0-i9TCYvdHRnULEw"",""A5A34ixb-yy6nwL42iZsnw"",""U2W_01HoqhN7k6TJbVBtPw"",""8Ae52apMLbD3jhHcaQ_Zzw"",""K5mS2ORCuVgluYW9-hguzg""]","150","Natalie","277","1988","uc9ITBuspRFkl-S3Bo90dg","2012-04-29"
"3.22","0","0","0","0","0","0","0","0","0","0","0","2","[]","0","[""QUf6fEhLM4zrlMX9s31sHA"",""18Fiv_HnbBdx-hnNkqMURg"",""PT2C7DChPhidWf6wuOLwEw"",""BjDjsoS35FUoh5OnjgaAFQ"",""eXkE3cDQ_2EyiI_BGPcdQw"",""_6n-RMsEZxTjTxUqGDb80g"",""IEK33DCFevG_xoO88qw6NA"",""A89QzTl-XvNkta-Klf69mA"",""hTHEufa5EM_3PRS57r5Diw"",""oZggOXIPlB1nT4D4mnB2Ew"",""lm0sRqSDM1r_di5qzxWGLg"",""Ozcx-FODxDcdpjL9Op-2rA"",""362Cwvda7PT6eVcFR1KK-g"",""3FkCyZiLFdbMNYE_b6vfeQ"",""B4ltPA-KGO4UZHJs8rVA9w"",""8CpeERKerxGiqvTzDm8cMA"",""c22WA3k9mkfE1R0oIrSqyg"",""IWh_wXatzaiLPd5CqUpvEQ""]","0","Gilbert","8","2","iDuVy70DWgYGR54dBL5LVg","2010-06-21"
"3.34","82","1","82","44","2","7","46","33","69","10","30","175","[2014,2013,2016,2012,2017,2015]","65","[""3HHLpfU7q4HoREEOXtt7pw"",""S7VG3vBUtJDLKX_ewbc15A"",""WG3w_73scm_JUWJ_3Lgn0Q"",""gFqh9xJdrdPX5JSl7iZ0PQ"",""Ry2eEdDFbB3jCd-puLq0bg"",""8-S4AUMpk_3ZKQQbWgiwvQ"",""t17Rh0oKH4dAFO2TNIcYKA"",""vTugBdYg34rX4KvGpzBrNA"",""Y6XH1iNsuuGAcO5nODI6rg"",""IDl8QswIXwI6Fr6KW3TbRw"",""aXuxyyTDs5RGoFrhajPLYg"",""8po6JTB5Q7VVZrm4YYzLCQ"",""hOzOTyBQHk4WXmiTGaOy4Q"",""s2o_JsABvrZVm_T03qrBUw"",""WZXp9-V2dqRRJqhGgRqueA"",""rKDLq635fyrmVzg4Gxkafg"",""m3FleKsUG-1UNqJsJZid9A"",""UQa9RqoJZWAawzqN-2pT2Q"",""dkHCH6D3c4mHbpKMxzTB-g"",""KXVZqQdcVpa-ZaIdrDpQPQ"",""lLfcbYGTeVxQN5Ig0ompJg"",""XylT12exfdLiI_3uDLVIpw"",""V0L67wncRQuTPufrvlwP_A"",""dwmUKBXnTCDuewkCb7QooA"",""UUqGHQFu2tQDGv5r3yJWPA"",""mvK1pv-x0Z5rP4Hz9cWBWw"",""SmHCmowr7X1LvOKs7z4nyQ"",""kIIZ9w-LKDtd4rExAQht6Q"",""CDvhiRiczAq0M5pktyiyog"",""GJovoapW2RNGa99tVYrCYQ"",""TMd_Jg0qhBL3PWqje9lnPA"",""Hze9r06sEb-EXEFPwwBTIA"",""0nOIH8qIMnmZdLCTemnRsw"",""0iznKoWNK9YVCpuUCXafXg"",""edjoROTRqxb0WWjGkvbeNA"",""DZt9_zP3WWmd1MUAiA6xSQ"",""aIJ-2R1q5G7oqzBSgK_Vvw"",""nxWrhF_hyX0wwjrEkQX8uQ"",""8vUe6yBzKD-GsejC9tCrGA"",""c8FOqDRhtL7q_YsQio6bog"",""RfXmL2DsYE3oAeyiWdQ0iQ""]","298","Philip","737","274","wczP8ehoY_SWCRRLFuSNrg","2011-05-13"
"3.53","0","0","0","0","0","0","2","0","4","0","0","19","[]","0","[""a5vXMQwbhXR5bamZKfYkVA"",""62OHTL6ZocdL4hcyvW09sA"",""gBzcQ-FFvEVUdIxdUdf3EQ"",""7uWE7YWlRrde5fifL9KTuQ"",""-xDW3gYiYaoeVASXywTPgw"",""7567a8YZGz7enfI-09UqpA"",""yj5P19rTPc6HB4UKrTWoGw"",""2fjQSVMB5gWc0LoRxdraCA"",""OnBjipZl9Dp-n96T2eK06Q"",""_K79qieWfSo2lHcOYJqolA"",""EXhFNFDPGr1F6mWEhvAdRg"",""PhUqhfyk3jdaS0Xb619RJQ"",""Ystb7nZHtLCRoJjRqWbLGg""]","5","Vincent","40","13","JgW2N6iok_iBytH2A3v5sw","2010-10-03"
"4.18","3","0","3","2","5","0","2","1","4","0","2","10","[]","4","[""pQdIIsbV5dGOVz_kWfMRTw"",""dIIKEfOgo0KqUfGQvGikPg"",""ens0W1AzB5ogdKSaTVd38g"",""LM6pxbcfdyUS8M2jWoQk1g"",""Anqb_VMS4GEAmhmtjampVQ"",""pG9y1uv735_8gqz3-fK-Bw"",""JmhVFueYvJe0CsUddwuajw"",""HtCPdVujYJAZF4FKr-C9Lg"",""o4gaI4EdzxJ9Al4houpusw"",""JJzNjlYtnmlzOVsl5adowA"",""3bStlkiu6iQu3LmiVT7oFw"",""YORJi2JtQg5Mo4nmKOXzag"",""aSbnrqpX-CHr8nxHhaCHZw""]","8","robyn","31","19","F-rUdtZCmvFYA6NiCBihvA","2008-12-04"
"3.44","30","0","30","26","0","1","31","0","9","1","27","371","[2014,2013,2015,2017,2016]","18","[""lYoUU3ByBIzDRU-c_0LX1A"",""uvRVutQ_Gu-OivL6ox0ouQ"",""3lUkFxUQKeMUYH7-z_kmjg"",""RTWsMisf73pGnbagf1vmvg"",""Vq73g5hdDBdxdBOfkEYqyw"",""Q1IENmNc6bdDruACmhy4mg"",""JUT0U3HTSB3kz9Wh7N0GqA"",""NLyNvJ9LGG0DFAvUph97wQ"",""VbxGVU7QyGeZkJW_4AXuFw"",""LUWbVukgLd7hGvQ3la4pgg"",""C__1BHWTGBNA5s2ZPH289g"",""cDhs0eRMGtVVXzr5eiGiIQ"",""s3NDpuhzAfBvxkAi9CTCug"",""SEZVQUIxNukcowUAR14VUQ"",""uf1UdKswKWOqFLUvRvvbzA"",""s4BgZ9tRRPKxjUcOJcyomA"",""GbnbFgJ1tKHJpGQO_lrOEg"",""oRfcU3VJ9MAh9Ij4keaSdA"",""Jtq_pKd7GVbXvFY8YU8kmw"",""wd3xoNaDLib8dhQ7BxUl6g"",""1jxo0_ExL-Z4X7W-mb7JSQ"",""CLBhU0yc2OPoJTRRSdqN8Q"",""_UrgR8x-enYzt-XgnjJ3wQ"",""a1cF0D4wG4h9QF37OEBdSw"",""LBGVtPFlxkzAWJPW5KhPNA"",""NC2hfg6p-gcRUWE5iqSSnw"",""tQgz7LpZABfkOAbsxSEiDA"",""cTUIAR6lZDp91McnHz8RKw"",""qDTwrRBQiW8ls2Xd2kXY2g"",""D81Tl2Dun4Elirs2sTnRHg"",""HNycc5PctOiR2PXb-TFCIQ"",""adtOywpRnG5-4mjQMQE1FA"",""dXQEsl64zvgDVbxU-jDNzA"",""7O1_x_3IlgjpY9BkiZ16xQ"",""IrHnv0FlCap-jzM8LWpUHA"",""3S7cA5U-pGl1mC_9J0nTcw"",""Ka04Zm9hoy-vfYEzlRIcHw"",""8EipJXehR14DD9x9N7RSSw"",""f1Q2uTdiWcd94A7jzHREnA"",""fJ_qSZH_akvWzHUPMqab1g"",""NRMlDBUoGJdgoXTUllZpuA""]","106","Mark","256","305","gOBemMfKRfpvJkz9OIw6aw","2011-04-15"
"4.18","2","0","2","0","0","0","0","0","0","0","1","1","[]","1","[""1_Spz7vxPKMYAL_N2H8XOg"",""BqE21d_vGACZFU2U8dCRSw"",""UCnt5yOT6fai9LOzdO3Q6Q"",""5iTHNCXbIgqKwrjFTxwo6Q"",""zT1l7FrqHkYcwf1F8T7XEQ"",""QoiFevOmaLRuC23ErH8J6A"",""BA9SDRZGyRcUMxTdUTVhmw"",""MOGuJA3BrDb-txVlKJll5g"",""A0j21z2Q1HGic7jW6e9h7A"",""0xuE_CFYnOmMikmtHXWQ3g"",""XxusYcJvKjNHti8nKXrHIw""]","0","Lucky","59","7","w3_2VsXeVZZLn8kSo38BDg","2014-04-05"
"3.85","31","4","31","26","0","3","35","2","30","1","4","243","[2011,2010]","29","[""Nh03alEHDnzEQwjpCAFk3w"",""hddbff7JsR4Wb273XmE4NQ"",""vTugBdYg34rX4KvGpzBrNA"",""6XCZoufB_S-sY6vsxMGd8Q"",""F_5_UNX-wrAFCXuAkBZRDw"",""rCx7tb3toOJUsvdOeqYY0g"",""Thc2zV-K-KLcvJn3fMPdqQ"",""2OUtitBrWlpzMip1EYaIrg"",""BjtJ3VkMOxV2Lan037AFuw"",""o_8sVoYIFnoVun5YY_lAEg"",""vPXuKul3kI4t4G4QgQ9_HQ"",""3z7E1Gg001_1YdZZYDnO2A"",""2l0O1EI1m0yWjFo2zSt71w"",""rsW5CeBtf7pSkZFfrlFUgg"",""St-BJl91Y8k1MUborKBRhA"",""gR7is-YzJRnRdQ0AhbiWHA"",""pypZb3V5TXHOnlTj-qLSrw""]","215","Alice","407","222","eSdQJJx3s-4uKS9ofr0zhw","2008-04-07"
"3.58","892","30","892","623","17","83","279","153","764","77","436","462","[2017,2016,2014,2013,2012,2011,2015]","117","[""GGTF7hnQi6D5W77_qiKlqg"",""9Dd1fLx93JRGypYC_3i9Zw"",""jrMxBHW3SlUGVGYWvPsHWA"",""x9DRvDktxccwvZemaOMgZA"",""PadmV2GEoA6mWpQUpPh7Ig"",""waN6iwcphiVEoCews4f4CA"",""XbgV6Gp1c0LEp312lUsEsw"",""RbMta8rXN3nBaKbloDWeng"",""Vkf4e4SLFm3gApONFnWk7Q"",""wbe3nWYyjwaw_bgebBBaQA"",""djxnI8Ux8ZYQJhiOQkrRhA"",""Wc2ttGieazrNB2fRsRHFKw"",""X_14Pe-kpmR_QiU-SRJvgg"",""p6RurvWCPEqR8PP4siwiVA"",""OniLiyqsK0qKv4kptqzipg"",""zpwWpno3U-oZaG3AJuKqSQ"",""3WW_w0uI8HCRRaft0Yzv2g"",""IkIwm4eC4LS6Jb2NYAd71A"",""xa2QB6ln4bxHaQDnJQe3Bw"",""TiWF94rl8Q6jqQf2YZSFPA"",""sBswn4u5KkmMyWVCV8mTrA"",""aqs1fjYP4xzRy6QPynDSDQ"",""EdrZZEfl6CHkgw-BjDcHsA"",""K2zplTgI-vNzB7ndXG-y0w"",""B855Q1HFe8HKZ9zytQONYw"",""P14bqC_Ynbp8O3tLePRKSw"",""HCP1pR_44Pw5_BiWAp47-Q"",""JgSMZ6MUZGf38cSBajknww"",""SFBfsySKt-Rb5aBovef78w"",""mqRYyvutwc7nC_7oay8MHQ"",""Gx9m-uVNSAua8KdVyiQfGA"",""afk3iLN62CJ7t9y0LvP1OA"",""C7Vo14RpRTG5Bc84l4q6DQ"",""aHl-3UItyhhS9P40Nr9EaA"",""UwZXeXC7z1inksQo0RFbTw"",""NWuFF7-HjYE9dvt_xGbEhw"",""2Gy7OX3zFVfNeeHLhmpzJw"",""tGgTIueZy1JNTzQD9rkZLQ"",""DfmtZlDE8JJv-boorp1PAg"",""1TFraFC6i-tDhXQ3del0-g"",""gQVH0CSYRWjuwr8UTKMuog""]","587","Denise","2209","693","iCYMf_sHRevmzWg8la-LVw","2008-04-18"
"3.86","624","8","624","207","1","20","104","39","947","14","160","3321","[2015,2014,2016,2013,2017]","60","[""nr2QuEyY_ZKicxnF4eCmLQ"",""0BfLpKuexmgW54OuQ75Mlg"",""A8TRpa--43-mbig73xfhrA"",""a48HhwcmjFLApZhiax41IA"",""kwIhn1_cnQeUaLN0CuWWHw"",""KQm9OgdujLZiMRTksmj83w"",""HkVnslspLbmATUzBs3ZdKQ"",""bLbSNkLggFnqwNNzzq-Ijw"",""7KsnvR80M9WsIS-hXeevpQ"",""lluNN1aQlFN7NQQ2BxFBUQ"",""lT49-Xggq_VAB2E9dce0yA"",""HuEFLoxkJGSWRuGQGwFM1Q"",""deL6e_z9xqZTIODKqnvRXQ"",""7jgu2t8bwt77qidfGGBqUw"",""2kp4e139Uzv2EhlwBidfTw"",""JM0GL6Dx4EuZ1mprLk5Gyg"",""EG6qatWgJ2WTJnzBCCH_Dg"",""EPa3uxyyGfRMpPX47lKwvQ"",""EigffKNpEksbJ8-wBwy67Q"",""ZzC-ngWslLIw2hZbWFs3VQ"",""cykRUvJHfKHXjefx0BCKcA"",""MZINn-irLWvJKe7jd0_ctg"",""VZDdJXseXVMRIeYiDmdZWA"",""bnk8hI3N5tprKm_lMK4I-w"",""HK-TlD0yVA_tpTXZxfzu2w"",""xuvMypjj570HB-OOP1rwMg"",""OCvJlFXTM4EUCgiBVutqGA"",""Tgb0gO-vIUHZyyEbA-k1Ag"",""FNYZr60b6aOL2YjhXcEerg"",""w6kgmxGdoUtQhNmxOVvPyw"",""eYW6HKDCOLAf1COkxhVG5g"",""rt3PC7WCgCKsoufmQJELfw"",""CDvhiRiczAq0M5pktyiyog"",""GmJKQUD8BtlLr4yhBybrgA"",""eZZyuJDouIg4p-GYB3PV_A"",""C7Vo14RpRTG5Bc84l4q6DQ"",""01xS2N7cIPyi7qoT1IDeuw"",""opg5Cl7qTQhB-GDKvrmzyg"",""6ZC-0LfOAGwaFc5XPke74w"",""3_BEJVgpr0Dcu1Xks75AUA"",""eOIMO2wT_WbNqmavhnCRxw""]","2567","Rachel","455","5726","8DBH3BpLINfTAK_Up5BtUQ","2012-11-16"
"3.85","15","2","15","15","0","2","8","3","12","1","6","13","[2011,2010,2013,2012,2009]","30","[""VYqRk78kesHn86jPngPUXQ"",""O_oPE428Ffc9PUqEHhL_RQ"",""PN5_8EqrQp7IHuqur49J0g"",""HUrM5Uz61JGlYxMMdT5bNQ"",""dIIKEfOgo0KqUfGQvGikPg"",""d-784QgFNg6we_hsmLs_-A"",""p7oatcMpkpz8Upkw-yfeKA"",""Ms8RDCB1s_Rs9Mo29QBkwg"",""BxV2pTVmYCW15gSZAPMFKQ"",""yToBdyMtGe_sloAEShhyrA"",""PAeEkjrXTub0ENa4rZiWvA"",""urMngjIG5D8Xde67j3AqSg"",""7pi5q0cT60nBNwlHV0wLKQ"",""-iF3rGrQo4lUt586CH_ZzA"",""oaaEXgQ3x51cXE3GTXrT1Q"",""O_GWZZfQx7qv-n-CN7hsIA"",""gxVQZJVeKBUk7jEhSyqv-A"",""e0cAbOB5Qv-pfTORLlQEcA"",""L5uq2v3GnGiYi6DzO2KunA"",""W1kem-46BB-uw40RVKwCYQ"",""mgDZezplapd4OpoCPHX5Ug"",""8lL-554wLEOxCrroFa4aeg"",""_tDb7UEeJS623b8RTjSIvg"",""9lKCs1d4AE5eOmtIpuviAA"",""2DC05qzGEahzgHQzCTMF8A"",""91H1f3cxJayYuQGhyRTiTQ"",""igll2PdsMvQHzJhzttrx1A"",""RwtxltH3B_5di6GBFw7OuQ"",""CierB8EF7IWTSfyCUiJHiA"",""ja6Ea2EseiXgARGDq28NEQ"",""6tPrnzTK3LG5WcCDg5q2LA"",""63iMAf0pB9au28uOteas3Q"",""fzV-0gh2m5anmq7onUnUtQ"",""PeLGa5vUR8_mcsn-fn42Jg"",""wuNqI3-HWB6s7m_i1PmAgw"",""YLlFaU_I-X8ohe_DYeGRaA"",""P3HZg5WODEMNaI1xLLIMyQ"",""a2d1k_sJKqO4liET7cHBqw"",""XEHZoTDWjw3w-gcQyYIe4g"",""guwwRdhVPJ3yi8BriQky5g"",""m0vfJs4q_z_SR0_q4PTdXg""]","14","Star","148","30","PRDGKuJaTKyABTUGRATJsQ","2009-03-31"
"3.71","4","0","4","0","0","2","0","1","13","0","3","22","[2016,2017]","11","[""BqE21d_vGACZFU2U8dCRSw"",""2sNEKxKcGaTVBJiokqp9Zg"",""-nIVKbFxgBMHPVRJV2Djqw"",""yis0tDX83YnFLzUbKZ_KFg"",""DK57YibC5ShBmqQl97CKog"",""t2o_2rRW7x0r6mClMCqZxQ"",""N3bLACFC7VL0T7OBmVDSrA"",""sOZfGLRjhcEjAKBLZKcJGg"",""xiI5xCJhNLXUY1_8Y-Ehew"",""A0j21z2Q1HGic7jW6e9h7A"",""WJKocp9RE0KatUwh3_DkGg"",""zFYs8gSUYDvXkb6O7YkRkw"",""o2BpA9cJIhSMe0RI8so5rw"",""1fPiKjZhkGWLya1QLkwlhQ"",""XOk0Wx1X2qzK5GQq05Aaww"",""7nI_9eRz1YKnaA0AYTLiBw"",""QGgWWhEi5R4SLAKN-xwtNQ"",""TQ9A1LVp6z-fIc494RsLDQ"",""LFROYWpXtMU_f5nQtVkUYQ"",""Isf8G6HPbNqEisKDjmUlbw"",""j_j4DLfvNkhCRNWC0VBS9g"",""rMsB82tk9uOB6JumPMgczg"",""hfoQz3eUkASnf3bs7AdbuA"",""8zpdHMI0-Pii8a6iGYYkBQ"",""e6iCOIhtupBCiw-VwBvJ4A"",""kjeX2RXvW7RhBbD2QLd5jA"",""9hl8IVy2mFmAC7yicD0ppA"",""LkY684w7qaiZgjTxM1cDkA"",""Q6Dcxo3_lNCzkqK7J3FL7A"",""iLTIV9oD4DgPJ-7Jy1Jltw""]","12","Mike","185","96","Tr7YMpWd1XZdXdm35CatqA","2010-12-12"
"3.81","8","0","8","10","0","6","11","1","17","1","4","418","[2011,2013,2012,2014]","10","[""rzpbbpb_oBW42aJxL6ixlQ"",""tbycp0aRhRsiAVYUAVR_uQ"",""nkN_do3fJ9xekchVC-v68A"",""WN3FQ5lNz5q8FFbeH42OxQ"",""zyzxWYBBWIrRdBkbwnnVrQ"",""ZYZNcugF3xUEGyLOVGiZ0Q"",""iovWFbA1UtMGDJ4C8hbhYA"",""RO3vznPVVw5NWcgfP3k17A"",""UuIr2WKA0gZRyRvWIlAduQ"",""MGPQVLsODMm9ZtYQW-g_OA"",""DlDGcxQZqGyzx5dLXiYXaA"",""UsXqCXRZwSCSw0AT7y1uBg"",""oFB1UJnZ-pVtR-2Y4cSSlg"",""cA64mID-MyZXgp0SiExD8w"",""gU_sKjppz47562zsiccDLw"",""lrgq-Gr-l8m0v5WEmVXP6g""]","180","Wendy","118","678","FTDkdWwfgGRdts4ZuxnSxg","2008-03-15"
"4.11","3","0","3","0","0","1","0","0","2","0","1","1","[]","4","[""Bhc91b8DfAYeceqhHRnqHA"",""BTTNQFz8jRhSNTol9SKOIw"",""y8reqP_kQC5jyQkDfsibmw"",""JBr3yadwzVieA37B2svkbw"",""MiiDmAzwoI0k2X_yu2Coug"",""dFfxx9stebwqptF5zPWceQ"",""PG1mhS5JG9TY5Vb08CdOSw"",""jgpgVc8Xb_jpvdZtjalnkw"",""i_DR3vdE73nVm2GlMbGpGA"",""cQsqlfIDXFjuxJX1THhHCg"",""FY_5w0Fk66WyOuqEmX1mBQ"",""60hsRVLj-JTlZETg3JX9Sw"",""bArcCPuX7wLOXO-McxV76g"",""1SfRCE7xbMlWMhDiOXbMrw"",""0LzxzSM6oqOilJ_Tx8AXzg"",""q7iwEJW_oFtZej9dz3dMXg"",""u6wAG4h60a0vOikJ1wtjcg"",""yTV3KHOm4-RQpClyYKGnkw"",""rmHtReE0Mp7poLdiyNgiMQ"",""hMwPqwbNQV94fWSBhM4QaQ"",""b3tK3CkLOfrWpSuvn9Yo1g"",""kYAO5MvP-Lkv4ldKu3Eqcw"",""QVM9HlqGCt5npx_0i_amdA"",""yNQU9f5QdqS-AEY2Gj7KxA"",""pWQlH7_Ytc0BekMh-XJanA"",""WsSlRCq0emdndTSlD9aHDA"",""_94rn0ItXv2JzDH44RVGdQ"",""0_TQ7EZjkTrWVyl1TEj0pA"",""JqjAthJThuVYgTh4iWDZ2A""]","0","Keilah","71","2","o7sVRYWSskPEv9veCYes-g","2015-07-23"
"3.53","316","62","316","275","22","18","170","38","416","11","61","1858","[2009,2008,2012,2010,2011]","59","[""2VRkBZBS5FO_N7yBRWfaLA"",""v-gCiEr8vr9JnMkkR5Uq_A"",""QizoV4-z0W1E3oKsNTgqAQ"",""0E6g9TnZ7tTnfvUoyaR6Cw"",""-CBsYndCodNPgTkloIr4Jw"",""pekz3WRbzK_NRscWRfTGaA"",""dIIKEfOgo0KqUfGQvGikPg"",""W9MPolPlUiUEXYfGnYiHEQ"",""zx6gq8IslnAwCyCUztXn1A"",""d-784QgFNg6we_hsmLs_-A"",""BxV2pTVmYCW15gSZAPMFKQ"",""PAeEkjrXTub0ENa4rZiWvA"",""LlYuPa7W7ZLJ7UwqYuaepA"",""XT2PFiGrgNwB5ZmgbJlelw"",""7pi5q0cT60nBNwlHV0wLKQ"",""XNSyl47aXuPsvC5zXm5uhw"",""F-rUdtZCmvFYA6NiCBihvA"",""uluHjQdwAlwzeJgsKvh-MA"",""mM2lXZF7srcZ1FaPx8L7uw"",""NMmu4oC-YRqdi0WY9pV78g"",""J1yNYAjojpD_KpocG-W3KQ"",""6iNK8f0Y10Uy-bZjkGYU5Q"",""SCo1UBoeN3bhRMkSYuiX1A"",""9VLv4NZCIpX2JBTfAV-vSA"",""kCVPl2RumlSgSDx9PMfXDA"",""qHJog8wrixGtAMJmfXlD5g"",""6tPrnzTK3LG5WcCDg5q2LA"",""7SFUWbb33dOR8lmO51h3dg"",""oGBR461l8FR30W9MIXLuxw"",""Qq3W0mxAGDccomdiMRqJIA"",""L5uq2v3GnGiYi6DzO2KunA"",""qibGLHABNReGeJr2w4_8yQ"",""8lL-554wLEOxCrroFa4aeg"",""Yc3g0KMp3991QIC4Ot1fxQ"",""AMqRKxavwt1yTBzlMrG8sQ"",""-7DuFiNbBt_KdVdvrjIKeA"",""M4tENbg6oHnNOZWHipRgfQ"",""U4INQZOPSUaj8hMjLlZ3KA"",""T8LqkYbwMPZmvXSsUfN8sQ"",""SYuMjXA13-YbpVHlX5LDAg"",""CbHXrH-CHM8egdKYAxqaPQ""]","1804","Sarah","263","1645","pQdIIsbV5dGOVz_kWfMRTw","2008-02-25"
"3.68","4","0","4","3","0","0","3","1","1","1","0","0","[]","4","[""dIIKEfOgo0KqUfGQvGikPg"",""gm82yjnfMT9TWUyqwFYbKw"",""wqCCEaxaJk0jYytUQY35tw"",""EckWjCrPWekulzJB0YwVaQ"",""cHwmizi8X8UO6oS4TuBNAg"",""TLpnu9BZNLTuB1ngxjnIpA"",""rm9Dc9CAmzjGCayXduSS6Q"",""WxwBaCUHlIeGuux6acCQBA"",""eG0YEPYB9ZZDnwgYPX8oDQ"",""a7Z_P1SGRAbeOf2NxpbGsg"",""S1vHKUxCllx07PXGE-pjdQ"",""E6mMNnlg8btB-Lz7b5BovQ"",""Y1yUUNZVnyTMg9VUel-6Yg"",""bOmS1WctQlhyvNxcJb492Q"",""AhWFG_WRdrL4Xyib1-L4cQ"",""aSbnrqpX-CHr8nxHhaCHZw"",""Y8O0dlUOU43qpzz6soRaRg"",""-e6w0Eit3HIhmXZlgz5giw"",""HtCPdVujYJAZF4FKr-C9Lg"",""uyIv8aOlWzRRjOV9YfN9KA"",""F_YY3V5XIWEOizG-UNboaw""]","2","Michael","47","2","IyHb_o0-Wh4QhhDPjh9hNg","2009-01-08"
